id_registro,id_usuario,id_contexto,fecha_hora,valencia,activacion,comentario,comentario_limpio,valencia_limpia,error_conversion_valencia,valencia_valida,error_rango_valencia,activacion_limpia,error_conversion_activacion,activacion_valida,error_rango_activacion,fecha_hora_limpia,error_fecha,id_usuario_limpio,error_usuario,usuario_valido,id_contexto_limpio,error_contexto,contexto_valido,duplicado_id_registro,error_duplicado,duplicado_fila_completa,cantidad_errores,registro_valido
5306,6,11,2026-05-09 16:04,-0.12,0.98,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.12,,True,,0.98,,True,,2026-05-09 16:04:00,,6,,True,11,,True,False,,False,0,True
5397,7,12,2026-04-20 15:01,-0.01,0.53,Completó una etapa intermedia,Completó una etapa intermedia,-0.01,,True,,0.53,,True,,2026-04-20 15:01:00,,7,,True,12,,True,False,,False,0,True
5978,8,1,2026-05-03 12:40,-0.38,-0.44,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.38,,True,,-0.44,,True,,2026-05-03 12:40:00,,8,,True,1,,True,False,,False,0,True
2144,9,2,2026-04-24 10:38,0.02,0.27,Completó una etapa intermedia,Completó una etapa intermedia,0.02,,True,,0.27,,True,,2026-04-24 10:38:00,,9,,True,2,,True,False,,False,0,True
5954,10,3,2026-04-23 13:35,0.45,-1.41,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.45,,True,,-1.41,,False,activacion fuera de rango: -1.41,2026-04-23 13:35:00,,10,,True,3,,True,False,,False,1,False
642,11,4,2026-04-13 08:25,0.00,0.68,Registró una respuesta breve,Registró una respuesta breve,0.0,,True,,0.68,,True,,2026-04-13 08:25:00,,11,,True,4,,True,False,,False,0,True
5094,12,5,2026-05-11 12:40,0.27,0.26,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.27,,True,,0.26,,True,,2026-05-11 12:40:00,,12,,True,5,,True,False,,False,0,True
4276,13,6,2026-04-03 15:11,-0.26,0.39,Completó una etapa intermedia,Completó una etapa intermedia,-0.26,,True,,0.39,,True,,2026-04-03 15:11:00,,13,,True,6,,True,False,,False,0,True
4581,14,7,2026-04-08 09:09,0.52,-0.28,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.52,,True,,-0.28,,True,,2026-04-08 09:09:00,,14,,True,7,,True,False,,False,0,True
3063,15,8,2026-04-22 10:34,0.23,-0.02,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.23,,True,,-0.02,,True,,2026-04-22 10:34:00,,15,,True,8,,True,False,,False,0,True
2035,16,9,2026-05-10 14:03,0.14,0.18,,Sin comentario,0.14,,True,,0.18,,True,,2026-05-10 14:03:00,,16,,True,9,,True,False,,False,0,True
4011,17,10,2026-04-22 10:12,-0.14,0.23,Registró una respuesta breve,Registró una respuesta breve,-0.14,,True,,0.23,,True,,2026-04-22 10:12:00,,17,,True,10,,True,False,,False,0,True
5708,18,11,2026-05-29 14:47,-0.93,0.90,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.93,,True,,0.9,,True,,2026-05-29 14:47:00,,18,,True,11,,True,False,,False,0,True
4174,19,12,2026-04-03 08:56,0.38,-0.32,Recibió una devolución positiva,Recibió una devolución positiva,0.38,,True,,-0.32,,True,,2026-04-03 08:56:00,,19,,True,12,,True,False,,False,0,True
5297,20,1,2026-05-06 17:29,0.33,0.17,Encontró una solución funcional,Encontró una solución funcional,0.33,,True,,0.17,,True,,2026-05-06 17:29:00,,20,,True,1,,True,False,,False,0,True
4958,21,2,2026-05-09 09:29,0.20,0.44,Registró una respuesta breve,Registró una respuesta breve,0.2,,True,,0.44,,True,,2026-05-09 09:29:00,,21,,True,2,,True,False,,False,0,True
1836,22,3,2026-04-14 13:12,0.02,0.21,Completó una etapa intermedia,Completó una etapa intermedia,0.02,,True,,0.21,,True,,2026-04-14 13:12:00,,22,,True,3,,True,False,,False,0,True
1293,23,4,2026-04-25 13:43,0.45,0.66,Recibió una devolución positiva,Recibió una devolución positiva,0.45,,True,,0.66,,True,,2026-04-25 13:43:00,,23,,True,4,,True,False,,False,0,True
2696,24,5,2026-05-15 12:51,0.15,-0.28,,Sin comentario,0.15,,True,,-0.28,,True,,2026-05-15 12:51:00,,24,,True,5,,True,False,,False,0,True
298,25,6,2026-04-04 17:52,0.20,-0.42,Completó una etapa intermedia,Completó una etapa intermedia,0.2,,True,,-0.42,,True,,2026-04-04 17:52:00,,25,,True,6,,True,False,,False,0,True
3017,1,7,2026-05-17 11:27,0.23,0.80,Revisó materiales del curso,Revisó materiales del curso,0.23,,True,,0.8,,True,,2026-05-17 11:27:00,,1,,True,7,,True,False,,False,0,True
644,2,8,2026-05-02 10:32,-0.32,0.13,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.32,,True,,0.13,,True,,2026-05-02 10:32:00,,2,,True,8,,True,False,,False,0,True
5673,3,9,2026-05-14 08:46,-0.94,-0.81,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.94,,True,,-0.81,,True,,2026-05-14 08:46:00,,3,,True,9,,True,False,,False,0,True
5914,4,10,2026-05-30 08:50,0.42,alto,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.42,,True,,,activacion no numérico: alto,False,activacion no disponible para validar,2026-05-30 08:50:00,,4,,True,10,,True,False,,False,2,False
3182,5,11,2026-05-08 11:43,0.52,0.74,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.52,,True,,0.74,,True,,2026-05-08 11:43:00,,5,,True,11,,True,False,,False,0,True
1234,6,12,2026-05-06 09:18,0.31,0.18,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.31,,True,,0.18,,True,,2026-05-06 09:18:00,,6,,True,12,,True,False,,False,0,True
5656,7,1,2026-05-04 16:16,0.15,0.99,Revisó materiales del curso,Revisó materiales del curso,0.15,,True,,0.99,,True,,2026-05-04 16:16:00,,7,,True,1,,True,False,,False,0,True
4179,8,2,2026-04-20 10:13,-0.55,0.98,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.55,,True,,0.98,,True,,2026-04-20 10:13:00,,8,,True,2,,True,False,,False,0,True
1237,9,3,2026-05-09 08:39,0.04,0.59,Registró una respuesta breve,Registró una respuesta breve,0.04,,True,,0.59,,True,,2026-05-09 08:39:00,,9,,True,3,,True,False,,False,0,True
4601,10,4,2026-05-16 13:35,0.38,0.25,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.38,,True,,0.25,,True,,2026-05-16 13:35:00,,10,,True,4,,True,False,,False,0,True
209,11,5,2026-04-22 09:09,-0.42,0.54,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.42,,True,,0.54,,True,,2026-04-22 09:09:00,,11,,True,5,,True,False,,False,0,True
2155,12,6,2026-04-17 13:47,0.01,-0.12,Completó una etapa intermedia,Completó una etapa intermedia,0.01,,True,,-0.12,,True,,2026-04-17 13:47:00,,12,,True,6,,True,False,,False,0,True
1715,13,7,2026-04-01 17:28,-0.59,0.59,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.59,,True,,0.59,,True,,2026-04-01 17:28:00,,13,,True,7,,True,False,,False,0,True
326,14,8,2026-05-03 11:25,-0.40,0.58,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.4,,True,,0.58,,True,,2026-05-03 11:25:00,,14,,True,8,,True,False,,False,0,True
960,15,9,2026-04-22 09:56,-0.25,0.50,Registró una respuesta breve,Registró una respuesta breve,-0.25,,True,,0.5,,True,,2026-04-22 09:56:00,,15,,True,9,,True,False,,False,0,True
4751,16,10,2026-05-19 13:28,-0.04,0.53,Completó una etapa intermedia,Completó una etapa intermedia,-0.04,,True,,0.53,,True,,2026-05-19 13:28:00,,16,,True,10,,True,False,,False,0,True
1559,17,11,2026-05-26 15:38,0.65,-0.10,Encontró una solución funcional,Encontró una solución funcional,0.65,,True,,-0.1,,True,,2026-05-26 15:38:00,,17,,True,11,,True,False,,False,0,True
3160,18,12,2026-05-05 15:42,-0.20,0.32,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.2,,True,,0.32,,True,,2026-05-05 15:42:00,,18,,True,12,,True,False,,False,0,True
2473,19,1,2026-04-27 15:54,-0.21,0.55,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.21,,True,,0.55,,True,,2026-04-27 15:54:00,,19,,True,1,,True,False,,False,0,True
4129,20,2,2026-04-27 09:02,0.25,-0.27,Completó una etapa intermedia,Completó una etapa intermedia,0.25,,True,,-0.27,,True,,2026-04-27 09:02:00,,20,,True,2,,True,False,,False,0,True
4032,21,3,2026-04-18 11:45,0.20,0.18,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.2,,True,,0.18,,True,,2026-04-18 11:45:00,,21,,True,3,,True,False,,False,0,True
4001,22,4,2026-05-04 17:45,0.29,0.33,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.29,,True,,0.33,,True,,2026-05-04 17:45:00,,22,,True,4,,True,False,,False,0,True
2928,23,5,2026-04-11 12:41,-0.55,0.43,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.55,,True,,0.43,,True,,2026-04-11 12:41:00,,23,,True,5,,True,False,,False,0,True
4627,24,6,2026-05-02 13:39,0.12,0.07,Registró una respuesta breve,Registró una respuesta breve,0.12,,True,,0.07,,True,,2026-05-02 13:39:00,,24,,True,6,,True,False,,False,0,True
6043,25,7,2026-04-17 17:18,0.00,"0,05",Registró una respuesta breve,Registró una respuesta breve,0.0,,True,,0.05,,True,,2026-04-17 17:18:00,,25,,True,7,,True,False,,False,0,True
2625,1,8,2026-04-09 12:38,0.21,0.70,Registró una respuesta breve,Registró una respuesta breve,0.21,,True,,0.7,,True,,2026-04-09 12:38:00,,1,,True,8,,True,False,,False,0,True
5340,2,9,2026-04-13 13:06,-0.34,-0.30,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.34,,True,,-0.3,,True,,2026-04-13 13:06:00,,2,,True,9,,True,False,,False,0,True
2420,3,10,2026-04-22 10:59,-0.37,0.12,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.37,,True,,0.12,,True,,2026-04-22 10:59:00,,3,,True,10,,True,False,,False,0,True
5898,4,11,2026-05-02 13:54,sin_dato,-0.03,Recibió una devolución positiva,Recibió una devolución positiva,,valencia no numérico: sin_dato,False,valencia no disponible para validar,-0.03,,True,,2026-05-02 13:54:00,,4,,True,11,,True,False,,False,2,False
2141,5,12,2026-05-24 12:43,0.41,-0.65,Recibió una devolución positiva,Recibió una devolución positiva,0.41,,True,,-0.65,,True,,2026-05-24 12:43:00,,5,,True,12,,True,False,,False,0,True
4654,6,1,2026-05-19 17:48,-0.06,0.63,Completó una etapa intermedia,Completó una etapa intermedia,-0.06,,True,,0.63,,True,,2026-05-19 17:48:00,,6,,True,1,,True,False,,False,0,True
4344,7,2,2026-04-15 09:44,0.25,0.02,Revisó materiales del curso,Revisó materiales del curso,0.25,,True,,0.02,,True,,2026-04-15 09:44:00,,7,,True,2,,True,False,,False,0,True
5713,8,3,2026-05-25 16:53,0.92,-0.80,Encontró una solución funcional,Encontró una solución funcional,0.92,,True,,-0.8,,True,,2026-05-25 16:53:00,,8,,True,3,,True,False,,False,0,True
26,9,4,2026-04-16 11:26,-0.25,0.55,Revisó materiales del curso,Revisó materiales del curso,-0.25,,True,,0.55,,True,,2026-04-16 11:26:00,,9,,True,4,,True,False,,False,0,True
1697,10,5,2026-04-13 09:11,-0.35,0.05,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.35,,True,,0.05,,True,,2026-04-13 09:11:00,,10,,True,5,,True,False,,False,0,True
5808,11,6,2026-04-27 08:39,-0.82,0.99,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.82,,True,,0.99,,True,,2026-04-27 08:39:00,,11,,True,6,,True,False,,False,0,True
388,12,7,2026-04-08 16:31,-0.15,-0.23,Revisó materiales del curso,Revisó materiales del curso,-0.15,,True,,-0.23,,True,,2026-04-08 16:31:00,,12,,True,7,,True,False,,False,0,True
46,13,8,2026-04-05 13:55,0.15,-0.29,Revisó materiales del curso,Revisó materiales del curso,0.15,,True,,-0.29,,True,,2026-04-05 13:55:00,,13,,True,8,,True,False,,False,0,True
2984,14,9,2026-04-19 09:07,0.72,0.25,Recibió una devolución positiva,Recibió una devolución positiva,0.72,,True,,0.25,,True,,2026-04-19 09:07:00,,14,,True,9,,True,False,,False,0,True
4814,15,10,2026-04-30 17:11,0.40,0.32,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.4,,True,,0.32,,True,,2026-04-30 17:11:00,,15,,True,10,,True,False,,False,0,True
662,16,11,2026-04-22 12:27,-0.00,0.23,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.0,,True,,0.23,,True,,2026-04-22 12:27:00,,16,,True,11,,True,False,,False,0,True
4878,17,12,2026-05-01 17:39,-0.22,0.74,Completó una etapa intermedia,Completó una etapa intermedia,-0.22,,True,,0.74,,True,,2026-05-01 17:39:00,,17,,True,12,,True,False,,False,0,True
3465,18,1,2026-04-21 13:46,-0.09,0.13,Completó una etapa intermedia,Completó una etapa intermedia,-0.09,,True,,0.13,,True,,2026-04-21 13:46:00,,18,,True,1,,True,False,,False,0,True
4419,19,2,2026-05-22 16:57,-0.01,0.04,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.01,,True,,0.04,,True,,2026-05-22 16:57:00,,19,,True,2,,True,False,,False,0,True
1286,20,3,2026-04-15 10:21,-0.09,0.78,Completó una etapa intermedia,Completó una etapa intermedia,-0.09,,True,,0.78,,True,,2026-04-15 10:21:00,,20,,True,3,,True,False,,False,0,True
4980,21,4,2026-05-11 13:53,0.20,0.26,Registró una respuesta breve,Registró una respuesta breve,0.2,,True,,0.26,,True,,2026-05-11 13:53:00,,21,,True,4,,True,False,,False,0,True
4122,22,5,2026-05-03 12:32,0.43,0.02,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.43,,True,,0.02,,True,,2026-05-03 12:32:00,,22,,True,5,,True,False,,False,0,True
4040,23,6,2026-05-12 10:52,-0.54,0.67,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.54,,True,,0.67,,True,,2026-05-12 10:52:00,,23,,True,6,,True,False,,False,0,True
4449,24,7,2026-05-29 10:32,0.04,0.48,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.04,,True,,0.48,,True,,2026-05-29 10:32:00,,24,,True,7,,True,False,,False,0,True
2982,25,8,2026-04-09 11:22,0.37,-0.09,Recibió una devolución positiva,Recibió una devolución positiva,0.37,,True,,-0.09,,True,,2026-04-09 11:22:00,,25,,True,8,,True,False,,False,0,True
5996,1,9,2026-05-25 12:23,0.50,0.37,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.5,,True,,0.37,,True,,2026-05-25 12:23:00,,1,,True,9,,True,False,,False,0,True
3749,2,10,2026-05-22 14:28,-0.39,0.58,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.39,,True,,0.58,,True,,2026-05-22 14:28:00,,2,,True,10,,True,False,,False,0,True
3661,3,11,2026-05-09 13:17,0.05,0.01,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.05,,True,,0.01,,True,,2026-05-09 13:17:00,,3,,True,11,,True,False,,False,0,True
3781,4,12,2026-05-29 16:11,-0.39,0.67,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.39,,True,,0.67,,True,,2026-05-29 16:11:00,,4,,True,12,,True,False,,False,0,True
318,5,1,2026-04-27 08:13,-0.73,0.62,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.73,,True,,0.62,,True,,2026-04-27 08:13:00,,5,,True,1,,True,False,,False,0,True
5354,6,2,2026-05-24 09:04,0.39,0.41,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.39,,True,,0.41,,True,,2026-05-24 09:04:00,,6,,True,2,,True,False,,False,0,True
718,7,3,2026-05-19 08:34,0.21,0.62,Registró una respuesta breve,Registró una respuesta breve,0.21,,True,,0.62,,True,,2026-05-19 08:34:00,,7,,True,3,,True,False,,False,0,True
5560,8,4,2026-05-04 09:09,0.89,0.88,Recibió una devolución positiva,Recibió una devolución positiva,0.89,,True,,0.88,,True,,2026-05-04 09:09:00,,8,,True,4,,True,False,,False,0,True
3486,9,5,2026-04-20 17:08,0.45,-0.54,Comprendió el problema planteado,Comprendió el problema planteado,0.45,,True,,-0.54,,True,,2026-04-20 17:08:00,,9,,True,5,,True,False,,False,0,True
870,10,6,2026-04-02 14:22,0.63,-0.02,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.63,,True,,-0.02,,True,,2026-04-02 14:22:00,,10,,True,6,,True,False,,False,0,True
2820,11,7,2026-05-02 16:56,-0.01,0.81,Completó una etapa intermedia,Completó una etapa intermedia,-0.01,,True,,0.81,,True,,2026-05-02 16:56:00,,11,,True,7,,True,False,,False,0,True
3225,12,8,2026-05-26 15:42,-0.07,0.16,Completó una etapa intermedia,Completó una etapa intermedia,-0.07,,True,,0.16,,True,,2026-05-26 15:42:00,,12,,True,8,,True,False,,False,0,True
1407,13,9,2026-04-08 16:32,0.15,-0.40,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.15,,True,,-0.4,,True,,2026-04-08 16:32:00,,13,,True,9,,True,False,,False,0,True
740,14,10,2026-05-12 17:58,0.47,0.75,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.47,,True,,0.75,,True,,2026-05-12 17:58:00,,14,,True,10,,True,False,,False,0,True
5855,15,11,2026-05-18 10:06,,0.25,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,,valencia vacío,False,valencia no disponible para validar,0.25,,True,,2026-05-18 10:06:00,,15,,True,11,,True,False,,False,2,False
2962,16,12,2026-04-11 17:15,-0.60,0.34,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.6,,True,,0.34,,True,,2026-04-11 17:15:00,,16,,True,12,,True,False,,False,0,True
4905,17,1,2026-05-02 16:10,0.14,-0.17,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.14,,True,,-0.17,,True,,2026-05-02 16:10:00,,17,,True,1,,True,False,,False,0,True
4986,18,2,2026-04-08 10:55,-0.70,0.81,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.7,,True,,0.81,,True,,2026-04-08 10:55:00,,18,,True,2,,True,False,,False,0,True
4517,19,3,2026-05-04 11:36,0.20,0.11,Revisó materiales del curso,Revisó materiales del curso,0.2,,True,,0.11,,True,,2026-05-04 11:36:00,,19,,True,3,,True,False,,False,0,True
1989,20,4,2026-04-26 10:40,0.46,0.56,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.46,,True,,0.56,,True,,2026-04-26 10:40:00,,20,,True,4,,True,False,,False,0,True
5623,21,5,2026-04-17 10:07,-0.90,-0.88,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.9,,True,,-0.88,,True,,2026-04-17 10:07:00,,21,,True,5,,True,False,,False,0,True
3217,22,6,2026-04-05 08:57,0.22,0.56,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.22,,True,,0.56,,True,,2026-04-05 08:57:00,,22,,True,6,,True,False,,False,0,True
1796,23,7,2026-05-26 17:14,0.02,0.21,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.02,,True,,0.21,,True,,2026-05-26 17:14:00,,23,,True,7,,True,False,,False,0,True
2059,24,8,2026-05-30 12:46,-0.21,0.31,Completó una etapa intermedia,Completó una etapa intermedia,-0.21,,True,,0.31,,True,,2026-05-30 12:46:00,,24,,True,8,,True,False,,False,0,True
5900,25,9,2026-04-23 13:23,sin_dato,-0.05,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,,valencia no numérico: sin_dato,False,valencia no disponible para validar,-0.05,,True,,2026-04-23 13:23:00,,25,,True,9,,True,False,,False,2,False
4975,1,10,2026-05-07 14:20,-0.34,0.65,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.34,,True,,0.65,,True,,2026-05-07 14:20:00,,1,,True,10,,True,False,,False,0,True
5273,2,11,2026-04-03 13:32,0.03,0.12,Registró una respuesta breve,Registró una respuesta breve,0.03,,True,,0.12,,True,,2026-04-03 13:32:00,,2,,True,11,,True,False,,False,0,True
4000,3,12,2026-04-08 16:45,0.11,-0.15,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.11,,True,,-0.15,,True,,2026-04-08 16:45:00,,3,,True,12,,True,False,,False,0,True
1556,4,1,2026-05-29 15:10,0.20,0.30,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.2,,True,,0.3,,True,,2026-05-29 15:10:00,,4,,True,1,,True,False,,False,0,True
2791,5,2,2026-04-11 09:07,-0.14,0.85,Registró una respuesta breve,Registró una respuesta breve,-0.14,,True,,0.85,,True,,2026-04-11 09:07:00,,5,,True,2,,True,False,,False,0,True
5896,6,3,2026-05-19 08:58,bajo,0.66,Registró una respuesta breve,Registró una respuesta breve,,valencia no numérico: bajo,False,valencia no disponible para validar,0.66,,True,,2026-05-19 08:58:00,,6,,True,3,,True,False,,False,2,False
